season,batter,matches,runs,balls,fours,sixes,strike_rate
2026,HV Patel,3,10,9,2,0,111.11
2026,Harpreet Brar,1,5,3,1,0,166.67
2026,Harsh Dubey,4,13,9,2,0,144.44
2026,Himmat Singh,5,92,65,5,5,141.54
2026,Ishan Kishan,15,602,330,60,32,182.42
2026,J Overton,6,136,85,13,6,160.0
2026,JC Archer,10,64,46,4,4,139.13
2026,JC Buttler,17,526,345,51,26,152.46
2026,JD Unadkat,1,4,3,0,0,133.33
2026,JG Bethell,7,96,77,12,3,124.68
2026,JJ Bumrah,2,7,7,1,0,100.0
2026,JM Sharma,12,116,95,9,6,122.11
2026,JO Holder,7,65,52,3,3,125.0
2026,JP Inglis,5,266,142,32,12,187.32
2026,JR Hazlewood,1,0,1,0,0,0.0
2026,K Rabada,4,47,38,5,2,123.68
2026,KA Jamieson,1,12,13,1,1,92.31
2026,KH Pandya,9,226,153,20,11,147.71
2026,KK Nair,2,18,18,3,0,100.0
2026,KL Rahul,14,593,339,56,31,174.93
2026,Kartik Sharma,11,295,216,24,16,136.57
2026,Kartik Tyagi,3,11,10,1,1,110.0
2026,Krish Bhagat,2,10,21,0,0,47.62
2026,Kuldeep Yadav,4,9,21,0,0,42.86
2026,Kumar Kushagra,1,18,14,3,0,128.57
2026,L Ngidi,3,4,6,0,0,66.67
2026,LG Pretorius,2,7,8,0,0,87.5
2026,LS Livingstone,2,15,25,0,1,60.0
2026,M Jansen,5,51,45,1,3,113.33
2026,M Prasidh Krishna,1,6,7,1,0,85.71
2026,M Shahrukh Khan,5,43,33,3,2,130.3
2026,M Tiwari,1,18,8,2,1,225.0
2026,MA Starc,1,0,2,0,0,0.0
2026,MD Choudhary,10,170,120,11,12,141.67
2026,MD Shanaka,5,63,46,3,4,136.96
2026,MJ Henry,2,7,10,1,0,70.0
2026,MJ Santner,2,26,19,3,0,136.84
2026,MK Pandey,2,70,49,8,2,142.86
2026,MP Stoinis,9,216,119,23,11,181.51
2026,MP Yadav,1,5,5,1,0,100.0
2026,MR Marsh,13,563,343,51,36,164.14
2026,MW Short,3,60,50,6,1,120.0
2026,Mohammed Shami,7,31,22,2,3,140.91
2026,Mohammed Siraj,2,5,16,1,0,31.25
2026,Mohsin Khan,2,0,4,0,0,0.0
2026,Mukesh Choudhary,1,2,2,0,0,100.0
2026,N Burger,3,14,9,0,1,155.56
2026,N Pooran,14,234,183,11,19,127.87
2026,N Rana,9,225,149,27,10,151.01
2026,N Sindhu,5,63,50,7,2,126.0
2026,N Wadhera,6,65,57,4,4,114.04
2026,Naman Dhir,14,318,216,31,13,147.22
2026,Nithish Kumar Reddy,13,302,176,19,21,171.59
2026,Noor Ahmad,4,11,23,0,1,47.83
2026,P Nissanka,10,278,173,33,12,160.69
2026,P Simran Singh,13,510,300,55,23,170.0
2026,PD Salt,6,202,120,16,11,168.33
2026,PJ Cummins,3,30,19,1,3,157.89
2026,PP Hinge,2,3,9,0,0,33.33
2026,PR Veer,5,90,67,10,3,134.33
2026,PVD Chameera,1,0,3,0,0,0.0
2026,Prince Yadav,1,0,1,0,0,0.0
2026,Priyansh Arya,13,364,171,27,32,212.87
2026,Q de Kock,3,132,81,9,9,162.96
2026,R Minz,2,6,4,1,0,150.0
2026,R Parag,14,309,195,24,21,158.46
2026,R Powell,7,190,140,16,10,135.71
2026,R Shepherd,7,83,65,6,5,127.69
2026,R Smaran,4,19,25,3,0,76.0
2026,R Tewatia,15,190,131,20,8,145.04
2026,RA Bawa,1,16,14,1,0,114.29
2026,RA Jadeja,11,266,196,24,5,135.71
2026,RD Gaikwad,14,337,272,29,12,123.9
2026,RD Rickelton,12,448,240,31,38,186.67
2026,RG Sharma,9,283,179,21,21,158.1
2026,RK Singh,11,299,198,28,11,151.01
2026,RM Patidar,14,501,259,30,42,193.44
2026,RR Pant,13,313,227,30,11,137.89
2026,Ramandeep Singh,6,82,68,8,2,120.59
2026,Rashid Khan,6,50,41,4,2,121.95
2026,Rasikh Salam,1,3,2,0,0,150.0
2026,Ravi Bishnoi,2,0,3,0,0,0.0
2026,Ravi Singh,1,4,2,1,0,200.0
2026,S Arora,10,121,77,9,9,157.14
2026,S Dube,12,270,170,24,15,158.82
2026,SA Yadav,13,270,183,28,10,147.54
2026,SB Dubey,6,81,58,8,3,139.66
2026,SE Rutherford,7,123,74,5,12,166.22
2026,SH Johnson,1,0,1,0,0,0.0
2026,SN Khan,7,161,94,23,6,171.28
2026,SN Thakur,3,24,30,2,0,80.0
2026,SO Hetmyer,7,78,69,5,3,113.04
2026,SP Narine,4,40,32,2,4,125.0
2026,SR Dubey,1,4,2,1,0,200.0
2026,SS Iyer,13,498,293,39,30,169.97
2026,SS Mishra,1,1,3,0,0,33.33
2026,SU Parakh,4,46,33,5,2,139.39
2026,SV Samson,14,477,285,53,24,167.37
2026,Sakib Hussain,1,5,7,1,0,71.43
2026,Salil Arora,1,35,21,2,2,166.67
2026,Sameer Rizvi,9,252,171,15,17,147.37
2026,Shahbaz Ahmed,2,58,41,4,3,141.46
2026,Shashank Singh,9,132,70,11,8,188.57
2026,Shivang Kumar,6,53,45,6,1,117.78
2026,Shubman Gill,16,732,449,74,33,163.03
2026,Suryansh Shedge,7,158,90,9,12,175.56
2026,T Dahiya,2,12,15,2,0,80.0
2026,T Natarajan,1,1,2,0,0,50.0
2026,T Stubbs,13,275,216,18,9,127.31
2026,TA Boult,2,8,4,0,1,200.0
2026,TH David,15,305,159,22,23,191.82
2026,TL Seifert,3,19,18,2,1,105.56
2026,TM Head,15,410,240,46,23,170.83
2026,TU Deshpande,2,26,14,0,3,185.71
2026,Tilak Varma,14,359,246,30,17,145.93
2026,Urvil Patel,7,129,64,6,14,201.56
2026,V Kohli,16,675,406,73,25,166.26
2026,V Nigam,2,15,10,2,0,150.0
2026,V Suryavanshi,16,776,326,63,72,238.04
2026,VG Arora,2,1,3,0,0,33.33
2026,VR Iyer,6,209,112,21,13,186.61
2026,Vijaykumar Vyshak,2,2,4,0,0,50.0
2026,Vishnu Vinod,1,15,8,1,1,187.5
2026,WG Jacks,7,139,75,12,9,185.33
2026,Washington Sundar,16,377,249,40,12,151.41
2026,XC Bartlett,3,29,13,2,2,223.08
2026,YBK Jaiswal,16,427,280,52,18,152.5
