season,bowler,matches,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,dot_ball_pct
2022,Mukesh Choudhary,13,273,406,16,118,47,17,45.5,8.92,43.22
2022,Mustafizur Rahman,8,192,237,9,72,25,6,32.0,7.41,37.5
2022,N Rana,2,12,23,0,1,4,0,2.0,11.5,8.33
2022,NM Coulter-Nile,1,18,46,0,3,5,3,3.0,15.33,16.67
2022,NT Ellis,2,36,51,4,14,5,3,6.0,8.5,38.89
2022,Navdeep Saini,2,36,69,3,9,8,3,6.0,11.5,25.0
2022,OC McCoy,7,155,219,11,47,19,8,25.83,8.48,30.32
2022,OF Smith,6,90,173,7,35,12,16,15.0,11.53,38.89
2022,PH Solanki,2,36,38,2,11,1,2,6.0,6.33,30.56
2022,PJ Cummins,5,119,200,8,33,18,11,19.83,10.08,27.73
2022,PJ Sangwan,3,54,63,3,21,9,0,9.0,7.0,38.89
2022,PVD Chameera,12,264,366,11,117,48,13,44.0,8.32,44.32
2022,PWH de Silva,16,342,425,27,137,22,30,57.0,7.46,40.06
2022,R Ashwin,17,402,485,13,119,26,20,67.0,7.24,29.6
2022,R Dhawan,6,114,151,6,31,11,5,19.0,7.95,27.19
2022,R Parag,4,24,57,1,3,3,5,4.0,14.25,12.5
2022,R Powell,1,6,16,0,0,1,1,1.0,16.0,0.0
2022,R Sai Kishore,5,96,119,6,26,7,5,16.0,7.44,27.08
2022,R Sanjay Yadav,1,12,21,0,6,3,1,2.0,10.5,50.0
2022,R Shepherd,3,54,93,4,23,8,7,9.0,10.33,42.59
2022,R Tewatia,5,36,76,1,6,2,8,6.0,12.67,16.67
2022,RA Jadeja,10,198,243,6,64,14,11,33.0,7.36,32.32
2022,RD Chahar,13,280,344,14,97,22,14,46.67,7.37,34.64
2022,RP Meredith,8,168,215,10,71,20,10,28.0,7.68,42.26
2022,Ramandeep Singh,3,36,49,6,12,5,2,6.0,8.17,33.33
2022,Rashid Khan,16,383,414,20,123,16,16,63.83,6.49,32.11
2022,Rasikh Salam,2,24,28,0,8,4,0,4.0,7.0,33.33
2022,Ravi Bishnoi,14,324,440,14,110,40,17,54.0,8.15,33.95
2022,S Dube,2,12,34,0,0,4,2,2.0,17.0,0.0
2022,S Gopal,1,18,34,1,7,1,4,3.0,11.33,38.89
2022,S Kaul,1,24,43,0,6,5,2,4.0,10.75,25.0
2022,SA Abbott,1,24,44,1,7,5,2,4.0,11.0,29.17
2022,SN Thakur,14,290,443,16,101,42,23,48.33,9.17,34.83
2022,SP Narine,14,336,305,10,138,11,12,56.0,5.45,41.07
2022,SS Iyer,1,6,7,0,4,0,1,1.0,7.0,66.67
2022,Sandeep Sharma,5,120,146,3,58,18,6,20.0,7.3,48.33
2022,Shahbaz Ahmed,14,210,326,4,56,22,19,35.0,9.31,26.67
2022,Shashank Singh,2,12,19,0,1,2,0,2.0,9.5,8.33
2022,Shivam Mavi,6,132,217,5,47,18,13,22.0,9.86,35.61
2022,Simarjeet Singh,6,108,129,4,55,17,4,18.0,7.17,50.93
2022,T Natarajan,11,258,387,20,78,34,18,43.0,9.0,30.23
2022,TA Boult,16,372,473,18,170,57,16,62.0,7.63,45.7
2022,TG Southee,9,210,265,16,84,22,13,35.0,7.57,40.0
2022,TS Mills,5,102,184,6,28,22,8,17.0,10.82,27.45
2022,TU Deshpande,2,42,62,1,17,10,1,7.0,8.86,40.48
2022,Tilak Varma,2,12,13,0,5,2,0,2.0,6.5,41.67
2022,UT Yadav,12,288,330,16,135,35,13,48.0,6.88,46.88
2022,Umran Malik,14,295,418,23,131,52,17,49.17,8.5,44.41
2022,V Shankar,2,9,14,1,4,3,0,1.5,9.33,44.44
2022,VG Arora,5,107,161,4,38,20,6,17.83,9.03,35.51
2022,VR Aaron,2,30,49,2,6,7,1,5.0,9.8,20.0
2022,VR Iyer,4,24,46,0,3,5,2,4.0,11.5,12.5
2022,Washington Sundar,8,168,236,6,47,14,13,28.0,8.43,27.98
2022,YBK Jaiswal,1,1,6,0,0,0,1,0.17,36.0,0.0
2022,YS Chahal,17,408,506,29,128,25,27,68.0,7.44,31.37
2022,Yash Dayal,9,192,283,13,76,31,12,32.0,8.84,39.58
2023,A Badoni,1,1,0,0,1,0,0,0.17,0.0,100.0
2023,A Mishra,7,114,148,7,30,10,6,19.0,7.79,26.32
2023,A Nortje,10,240,353,11,90,33,17,40.0,8.83,37.5
2023,A Zampa,6,132,186,9,39,15,8,22.0,8.45,29.55
2023,AD Russell,9,91,164,7,31,18,8,15.17,10.81,34.07
2023,AJ Hosein,1,24,40,1,5,4,2,4.0,10.0,20.83
2023,AK Markram,6,49,70,1,11,8,1,8.17,8.57,22.45
2023,AR Patel,13,282,328,11,102,21,15,47.0,6.98,36.17
2023,AS Joseph,7,144,219,7,56,12,17,24.0,9.12,38.89
2023,AS Roy,3,48,62,3,20,3,5,8.0,7.75,41.67
2023,AU Rashid,2,42,56,2,14,3,3,7.0,8.0,33.33
2023,Abhishek Sharma,5,72,121,2,21,8,9,12.0,10.08,29.17
2023,Akash Deep,2,30,56,1,10,4,4,5.0,11.2,33.33
2023,Akash Madhwal,8,153,212,16,50,16,9,25.5,8.31,32.68
2023,Akash Singh,6,114,185,5,46,19,11,19.0,9.74,40.35
2023,Arjun Tendulkar,4,59,83,4,23,9,3,9.83,8.44,38.98
2023,Arshad Khan,6,85,176,5,25,22,10,14.17,12.42,29.41
2023,Arshdeep Singh,14,305,474,18,110,62,16,50.83,9.32,36.07
2023,Avesh Khan,9,174,277,8,58,34,9,29.0,9.55,33.33
2023,B Kumar,14,306,408,19,121,50,11,51.0,8.0,39.54
2023,BA Stokes,1,6,18,0,0,2,1,1.0,18.0,0.0
2023,C Green,16,228,343,8,79,30,20,38.0,9.03,34.65
2023,C Sakariya,2,48,82,3,17,6,6,8.0,10.25,35.42
2023,CJ Jordan,6,132,228,3,41,22,13,22.0,10.36,31.06
2023,CV Varun,14,316,417,20,115,33,22,52.67,7.92,36.39
2023,D Jansen,1,24,49,1,6,3,4,4.0,12.25,25.0
2023,D Pretorius,1,24,24,0,8,3,0,4.0,6.0,33.33
2023,D Wiese,1,18,38,0,3,3,2,3.0,12.67,16.67
2023,DG Nalkande,1,24,43,1,8,4,2,4.0,10.75,33.33
2023,DJ Hooda,1,6,8,0,1,1,0,1.0,8.0,16.67
2023,DJ Willey,4,90,101,4,36,10,3,15.0,6.73,40.0
2023,DL Chahar,10,204,286,13,80,30,11,34.0,8.41,39.22
2023,Fazalhaq Farooqi,4,80,111,4,32,18,0,13.33,8.32,40.0
2023,GD Phillips,2,18,20,1,6,2,0,3.0,6.67,33.33
2023,GJ Maxwell,7,62,92,3,18,4,7,10.33,8.9,29.03
2023,Gurnoor Brar,1,18,39,0,7,4,3,3.0,13.0,38.89
2023,H Sharma,1,18,28,0,2,3,1,3.0,9.33,11.11
2023,HH Pandya,11,150,222,4,59,26,11,25.0,8.88,39.33
2023,HR Shokeen,8,114,178,3,37,13,10,19.0,9.37,32.46
2023,HV Patel,13,282,432,15,77,36,21,47.0,9.19,27.3
2023,Harpreet Brar,11,163,215,9,57,21,7,27.17,7.91,34.97
2023,Harshit Rana,6,102,141,6,44,17,7,17.0,8.29,43.14
2023,I Sharma,8,150,197,10,65,30,3,25.0,7.88,43.33
2023,J Little,10,204,287,9,73,24,14,34.0,8.44,35.78
2023,J Yadav,1,24,26,0,8,2,0,4.0,6.5,33.33
2023,JC Archer,5,120,177,2,43,14,11,20.0,8.85,35.83
2023,JD Unadkat,3,48,84,1,15,7,5,8.0,10.5,31.25
2023,JE Root,1,12,14,0,1,1,0,2.0,7.0,8.33
2023,JO Holder,8,171,279,4,40,26,14,28.5,9.79,23.39
2023,JP Behrendorff,12,252,373,17,88,36,18,42.0,8.88,34.92
2023,JR Hazlewood,3,54,73,3,29,8,4,9.0,8.11,53.7
2023,K Gowtham,6,96,114,3,39,7,5,16.0,7.12,40.62
2023,K Kartikeya,8,156,219,5,40,11,13,26.0,8.42,25.64
2023,K Khejroliya,2,26,62,2,7,5,4,4.33,14.31,26.92
2023,K Rabada,6,138,223,7,58,18,17,23.0,9.7,42.03
2023,K Yadav,2,42,68,2,9,3,4,7.0,9.71,21.43
2023,KH Pandya,12,252,312,9,92,30,11,42.0,7.43,36.51
2023,KK Ahmed,9,198,285,10,81,31,14,33.0,8.64,40.91
2023,KM Asif,4,84,129,3,28,8,8,14.0,9.21,33.33
2023,KR Mayers,6,42,55,0,14,8,0,7.0,7.86,33.33
2023,KR Sen,2,18,27,0,5,3,1,3.0,9.0,27.78
2023,KV Sharma,7,129,220,11,37,12,17,21.5,10.23,28.68
2023,Kartik Tyagi,3,37,85,1,10,13,3,6.17,13.78,27.03
2023,Kuldeep Yadav,14,294,355,10,82,14,18,49.0,7.24,27.89
2023,LH Ferguson,3,46,88,1,14,9,5,7.67,11.48,30.43
2023,LS Livingstone,5,42,94,2,5,15,2,7.0,13.43,11.9
2023,Lalit Yadav,4,78,114,3,22,6,8,13.0,8.77,28.21
2023,M Ashwin,2,24,52,0,3,2,4,4.0,13.0,12.5
2023,M Jansen,8,162,247,10,67,28,12,27.0,9.15,41.36
2023,M Markande,10,228,297,12,76,25,12,38.0,7.82,33.33
2023,M Pathirana,12,278,329,23,95,27,9,46.33,7.1,34.17
2023,M Theekshana,13,294,387,11,81,30,13,49.0,7.9,27.55
2023,MA Wood,4,96,124,11,42,7,10,16.0,7.75,43.75
2023,MG Bracewell,5,66,95,6,26,7,6,11.0,8.64,39.39
2023,MJ Santner,3,72,81,3,21,8,1,12.0,6.75,29.17
2023,MK Lomror,2,12,17,1,3,1,1,2.0,8.5,25.0
2023,MM Ali,11,156,194,9,54,8,12,26.0,7.46,34.62
2023,MM Sharma,14,265,358,31,86,28,16,44.17,8.11,32.45
2023,MP Stoinis,5,65,96,5,22,8,5,10.83,8.86,33.85
2023,MR Marsh,8,121,159,12,34,8,8,20.17,7.88,28.1
2023,MW Short,3,24,24,0,11,2,1,4.0,6.0,45.83
2023,Mayank Dagar,3,66,83,1,22,7,3,11.0,7.55,33.33
2023,Mohammed Shami,17,390,503,28,184,56,21,65.0,7.74,47.18
2023,Mohammed Siraj,14,300,341,20,151,43,12,50.0,6.82,50.33
2023,Mohit Rathee,1,12,29,0,3,3,2,2.0,14.5,25.0
2023,Mohsin Khan,4,60,103,3,22,9,7,10.0,10.3,36.67
2023,Mukesh Kumar,10,186,315,9,63,29,19,31.0,10.16,33.87
2023,Mustafizur Rahman,2,42,79,1,13,10,4,7.0,11.29,30.95
2023,N Rana,6,53,74,3,18,7,3,8.83,8.38,33.96
2023,NA Saini,1,12,31,0,2,3,2,2.0,15.5,16.67
2023,NT Ellis,10,228,333,13,65,28,13,38.0,8.76,28.51
2023,Navdeep Saini,1,24,39,3,9,6,1,4.0,9.75,37.5
2023,Naveen-ul-Haq,7,168,212,11,64,16,9,28.0,7.57,38.1
2023,Nithish Kumar Reddy,2,30,53,0,10,2,5,5.0,10.6,33.33
2023,Noor Ahmad,13,283,353,16,100,28,13,47.17,7.48,35.34
2023,OC McCoy,1,6,12,0,2,1,1,1.0,12.0,33.33
2023,P Dubey,1,18,18,1,8,1,1,3.0,6.0,44.44
2023,PP Chawla,16,366,490,23,120,42,19,61.0,8.03,32.79
2023,PWH de Silva,8,174,256,9,54,17,15,29.0,8.83,31.03
2023,R Ashwin,13,294,352,15,88,20,14,49.0,7.18,29.93
2023,R Dhawan,4,42,60,1,19,7,3,7.0,8.57,45.24
2023,R Goyal,1,24,33,0,6,1,2,4.0,8.25,25.0
2023,R Powell,1,12,16,1,4,1,1,2.0,8.0,33.33
2023,R Tewatia,2,13,14,0,7,1,1,2.17,6.46,53.85
2023,RA Jadeja,16,342,420,20,106,21,20,57.0,7.37,30.99
2023,RD Chahar,14,298,382,8,93,33,12,49.67,7.69,31.21
2023,RJW Topley,1,12,14,1,7,3,0,2.0,7.0,58.33
2023,RP Meredith,5,118,198,7,40,24,9,19.67,10.07,33.9
2023,RS Hangargekar,2,36,53,3,14,6,2,6.0,8.83,38.89
2023,Rashid Khan,17,402,547,28,129,40,26,67.0,8.16,32.09
2023,Ravi Bishnoi,14,303,382,17,94,23,16,50.5,7.56,31.02
2023,SM Curran,14,287,477,11,80,49,21,47.83,9.97,27.87
2023,SN Thakur,9,126,214,7,32,23,9,21.0,10.19,25.4
2023,SP Narine,14,288,374,11,84,25,15,48.0,7.79,29.17
2023,SSB Magala,2,36,50,1,5,5,0,6.0,8.33,13.89
2023,Sandeep Sharma,12,276,382,15,94,40,13,46.0,8.3,34.06
2023,Shahbaz Ahmed,5,42,95,1,9,6,8,7.0,13.57,21.43
2023,Sikandar Raza,6,72,111,3,19,11,4,12.0,9.25,26.39
2023,Suyash Sharma,11,234,316,11,80,24,16,39.0,8.1,34.19
2023,Swapnil Singh,2,12,18,0,2,2,0,2.0,9.0,16.67
2023,T Natarajan,12,270,404,13,72,38,14,45.0,8.98,26.67
2023,T Stubbs,1,12,14,1,3,0,1,2.0,7.0,25.0
2023,TA Boult,10,228,300,13,103,39,8,38.0,7.89,45.18
2023,TG Southee,2,36,79,2,12,8,5,6.0,13.17,33.33
2023,TU Deshpande,16,341,537,24,128,54,28,56.83,9.45,37.54
2023,Tilak Varma,1,6,6,0,3,1,0,1.0,6.0,50.0
2023,UT Yadav,8,114,187,1,41,18,11,19.0,9.84,35.96
2023,Umran Malik,8,120,207,6,41,27,9,20.0,10.35,34.17
2023,VG Arora,5,96,134,5,30,18,1,16.0,8.38,31.25
2023,Vijaykumar Vyshak,7,144,244,11,40,20,14,24.0,10.17,27.78
2023,Vivrant Sharma,2,18,34,0,5,1,3,3.0,11.33,27.78
2023,WD Parnell,7,151,230,9,55,22,13,25.17,9.14,36.42
2023,Washington Sundar,7,106,146,3,35,12,6,17.67,8.26,33.02
2023,YS Chahal,14,317,423,22,95,31,15,52.83,8.01,29.97
2023,Yash Dayal,5,84,161,2,24,12,12,14.0,11.5,28.57
2023,Yash Thakur,9,191,273,15,63,19,16,31.83,8.58,32.98
2023,Yudhvir Singh,3,48,64,3,23,10,2,8.0,8.0,47.92
2024,A Badoni,2,12,25,0,1,1,2,2.0,12.5,8.33
2024,A Kamboj,3,60,106,2,19,10,6,10.0,10.6,31.67
2024,A Mishra,1,12,20,1,5,1,2,2.0,10.0,41.67
2024,A Nortje,6,132,286,7,36,25,22,22.0,13.0,27.27
2024,AD Russell,14,176,283,19,60,20,20,29.33,9.65,34.09
2024,AK Markram,2,12,14,0,4,0,1,2.0,7.0,33.33
2024,AR Patel,14,264,336,11,77,20,15,44.0,7.64,29.17
2024,AS Joseph,3,58,108,1,16,7,8,9.67,11.17,27.59
2024,AS Roy,3,34,60,1,13,9,2,5.67,10.59,38.24
2024,Abhishek Sharma,4,42,51,2,12,6,0,7.0,7.29,28.57
2024,Akash Deep,1,21,53,1,6,2,6,3.5,15.14,28.57
2024,Akash Madhwal,5,109,195,6,33,23,9,18.17,10.73,30.28
2024,Arjun Tendulkar,1,14,21,0,7,1,2,2.33,9.0,50.0
2024,Arshad Khan,3,49,82,1,19,10,4,8.17,10.04,38.78
2024,Arshad Khan (2),1,12,22,0,4,5,0,2.0,11.0,33.33
2024,Arshdeep Singh,14,302,481,20,108,55,21,50.33,9.56,35.76
2024,Atharva Taide,1,1,4,0,0,1,0,0.17,24.0,0.0
2024,Avesh Khan,15,329,508,22,97,47,23,54.83,9.26,29.48
2024,Azmatullah Omarzai,7,126,181,4,52,26,6,21.0,8.62,41.27
2024,B Kumar,16,342,518,11,126,62,21,57.0,9.09,36.84
2024,C Green,13,211,291,12,70,28,11,35.17,8.27,33.18
2024,CV Varun,14,300,393,21,121,23,26,50.0,7.86,40.33
2024,DG Nalkande,3,29,43,3,6,1,3,4.83,8.9,20.69
2024,DJ Hooda,2,18,21,0,4,2,0,3.0,7.0,22.22
2024,DJ Mitchell,2,36,68,1,4,6,3,6.0,11.33,11.11
2024,DL Chahar,8,141,197,5,60,22,9,23.5,8.38,42.55
2024,G Coetzee,10,201,318,13,71,33,17,33.5,9.49,35.32
2024,GJ Maxwell,6,96,123,7,34,6,8,16.0,7.69,35.42
2024,Gulbadin Naib,1,6,12,0,1,2,0,1.0,12.0,16.67
2024,H Sharma,1,12,29,0,0,3,1,2.0,14.5,0.0
2024,HH Pandya,12,216,377,13,63,32,21,36.0,10.47,29.17
2024,HV Patel,14,294,450,30,80,41,18,49.0,9.18,27.21
2024,Harpreet Brar,13,228,297,7,69,18,13,38.0,7.82,30.26
2024,Harshit Rana,11,253,372,20,93,30,22,42.17,8.82,36.76
2024,I Sharma,9,162,241,12,62,29,9,27.0,8.93,38.27
2024,J Little,1,24,44,4,9,6,2,4.0,11.0,37.5
2024,JA Richardson,1,24,38,0,8,2,3,4.0,9.5,33.33
2024,JD Unadkat,11,187,306,9,42,21,16,31.17,9.82,22.46
2024,JJ Bumrah,13,311,315,21,144,29,10,51.83,6.08,46.3
2024,K Gowtham,1,12,28,0,4,2,3,2.0,14.0,33.33
2024,K Rabada,11,252,362,11,93,40,15,42.0,8.62,36.9
2024,KA Maharaj,2,36,39,2,11,2,1,6.0,6.5,30.56
2024,KH Pandya,12,198,240,6,55,15,9,33.0,7.27,27.78
2024,KK Ahmed,14,300,453,17,120,50,23,50.0,9.06,40.0
2024,KR Sen,3,72,115,6,22,14,4,12.0,9.58,30.56
2024,KT Maphaka,2,36,86,1,11,12,5,6.0,14.33,30.56
2024,KV Sharma,9,144,249,7,39,18,17,24.0,10.38,27.08
2024,Kartik Tyagi,1,24,49,0,4,6,2,4.0,12.25,16.67
2024,Kuldeep Yadav,11,258,363,16,80,13,26,43.0,8.44,31.01
2024,L Wood,2,36,91,1,8,12,5,6.0,15.17,22.22
2024,LB Williams,2,36,61,1,12,7,3,6.0,10.17,33.33
2024,LH Ferguson,7,144,252,10,38,22,15,24.0,10.5,26.39
2024,LS Livingstone,4,72,81,3,25,6,3,12.0,6.75,34.72
2024,Lalit Yadav,2,18,56,0,2,5,5,3.0,18.67,11.11
2024,M Jansen,3,60,116,2,18,13,6,10.0,11.6,30.0
2024,M Markande,7,132,249,8,29,8,23,22.0,11.32,21.97
2024,M Pathirana,6,132,154,13,49,14,5,22.0,7.0,37.12
2024,M Shahrukh Khan,2,12,15,0,3,0,1,2.0,7.5,25.0
2024,M Siddharth,3,54,66,1,22,6,2,9.0,7.33,40.74
2024,M Theekshana,5,120,143,2,44,8,7,20.0,7.15,36.67
2024,MA Starc,13,251,414,20,102,47,23,41.83,9.9,40.64
2024,MJ Henry,4,72,108,1,24,9,5,12.0,9.0,33.33
2024,MJ Santner,3,54,64,3,23,5,3,9.0,7.11,42.59
2024,MJ Suthar,1,12,26,0,4,1,3,2.0,13.0,33.33
2024,MK Lomror,1,6,15,0,1,0,2,1.0,15.0,16.67
2024,MM Ali,4,48,70,2,12,2,4,8.0,8.75,25.0
2024,MM Sharma,11,234,414,16,53,33,22,39.0,10.62,22.65
2024,MP Stoinis,7,84,119,5,32,8,7,14.0,8.5,38.1
2024,MP Yadav,4,73,82,8,39,11,3,12.17,6.74,53.42
2024,MR Marsh,3,48,97,1,9,10,5,8.0,12.12,18.75
2024,Mayank Dagar,5,71,115,1,21,7,8,11.83,9.72,29.58
2024,Mohammad Nabi,6,74,109,2,18,4,8,12.33,8.84,24.32
2024,Mohammed Siraj,14,324,469,15,121,46,24,54.0,8.69,37.35
2024,Mohsin Khan,10,228,375,10,82,34,23,38.0,9.87,35.96
2024,Mukesh Choudhary,1,6,26,0,2,2,3,1.0,26.0,33.33
2024,Mukesh Kumar,10,213,358,22,67,46,13,35.5,10.08,31.46
2024,Mustafizur Rahman,9,206,299,14,76,37,10,34.33,8.71,36.89
2024,N Burger,5,102,138,7,46,16,7,17.0,8.12,45.1
2024,N Thushara,7,156,239,8,49,25,10,26.0,9.19,31.41
2024,N Wadhera,1,12,13,0,2,1,0,2.0,6.5,16.67
2024,NT Ellis,1,24,24,1,10,3,0,4.0,6.0,41.67
2024,Naman Dhir,3,28,54,0,3,5,2,4.67,11.57,10.71
2024,Naveen-ul-Haq,10,219,359,15,69,38,15,36.5,9.84,31.51
2024,Nithish Kumar Reddy,7,79,145,4,19,12,9,13.17,11.01,24.05
2024,Noor Ahmad,10,209,284,8,71,21,14,34.83,8.15,33.97
2024,PJ Cummins,16,366,556,18,123,59,23,61.0,9.11,33.61
2024,PP Chawla,11,210,303,13,65,13,21,35.0,8.66,30.95
2024,PVD Chameera,1,18,47,0,5,3,5,3.0,15.67,27.78
2024,R Ashwin,14,330,439,9,87,24,19,55.0,7.98,26.36
2024,R Dhawan,1,18,34,0,4,2,3,3.0,11.33,22.22
2024,R Parag,2,18,26,0,5,1,2,3.0,8.67,27.78
2024,R Ravindra,2,12,7,0,5,0,0,2.0,3.5,41.67
2024,R Sai Kishore,5,90,134,7,30,6,10,15.0,8.93,33.33
2024,R Shepherd,5,72,154,2,15,14,10,12.0,12.83,20.83
2024,RA Jadeja,14,282,366,8,73,22,14,47.0,7.79,25.89
2024,RD Chahar,9,186,276,10,55,15,18,31.0,8.9,29.57
2024,RJ Gleeson,2,47,67,1,19,7,3,7.83,8.55,40.43
2024,RJW Topley,4,90,163,4,31,18,9,15.0,10.87,34.44
2024,Ramandeep Singh,1,4,9,0,0,0,1,0.67,13.5,0.0
2024,Rashid Khan,12,262,367,10,79,22,20,43.67,8.4,30.15
2024,Rasikh Salam,8,147,260,9,40,18,18,24.5,10.61,27.21
2024,Ravi Bishnoi,14,262,375,10,88,29,20,43.67,8.59,33.59
2024,S Dube,1,6,14,1,1,1,1,1.0,14.0,16.67
2024,S Gopal,3,42,67,3,10,0,6,7.0,9.57,23.81
2024,S Joseph,1,24,37,0,9,4,2,4.0,9.25,37.5
2024,S Sandeep Warrier,5,66,115,6,29,9,10,11.0,10.45,43.94
2024,SH Johnson,5,96,148,4,34,16,7,16.0,9.25,35.42
2024,SM Curran,13,246,408,16,81,43,20,41.0,9.95,32.93
2024,SN Thakur,9,190,302,5,45,27,13,31.67,9.54,23.68
2024,SP Narine,14,330,363,18,122,17,17,55.0,6.6,36.97
2024,SZ Mulani,2,30,54,0,7,2,4,5.0,10.8,23.33
2024,Sandeep Sharma,10,228,303,15,72,30,9,38.0,7.97,31.58
2024,Shahbaz Ahmed,15,165,269,7,48,21,16,27.5,9.78,29.09
2024,Shashank Singh,1,6,5,1,1,0,0,1.0,5.0,16.67
2024,Sikandar Raza,1,12,22,0,2,4,0,2.0,11.0,16.67
2024,Simarjeet Singh,4,72,113,6,27,8,8,12.0,9.42,37.5
2024,Sumit Kumar,2,20,36,0,4,3,2,3.33,10.8,20.0
2024,Suyash Sharma,2,24,50,0,5,3,4,4.0,12.5,20.83
2024,Swapnil Singh,7,90,131,6,27,11,6,15.0,8.73,30.0
2024,T Natarajan,14,308,441,20,108,47,17,51.33,8.59,35.06
2024,T Stubbs,2,12,14,3,6,2,0,2.0,7.0,50.0
2024,TA Boult,15,320,425,16,132,51,14,53.33,7.97,41.25
2024,TM Head,1,10,32,0,2,3,3,1.67,19.2,20.0
2024,TU Deshpande,13,288,401,18,111,37,20,48.0,8.35,38.54
2024,Tilak Varma,1,4,8,0,0,1,0,0.67,12.0,0.0
2024,UT Yadav,7,126,207,9,55,27,9,21.0,9.86,43.65
2024,Umran Malik,1,6,14,0,2,0,2,1.0,14.0,33.33
2024,V Kaverappa,1,24,36,2,11,2,3,4.0,9.0,45.83
2024,V Viyaskanth,3,60,86,1,16,4,6,10.0,8.6,26.67
2024,VG Arora,10,180,255,11,76,28,12,30.0,8.5,42.22
2024,VR Iyer,1,6,28,0,0,4,2,1.0,28.0,0.0
2024,Vijaykumar Vyshak,4,87,139,6,23,12,7,14.5,9.59,26.44
2024,WG Jacks,5,54,98,2,11,6,7,9.0,10.89,20.37
2024,Washington Sundar,2,30,73,1,3,9,3,5.0,14.6,10.0
2024,YS Chahal,15,348,531,19,98,35,30,58.0,9.16,28.16
2024,Yash Dayal,14,301,434,16,116,53,14,50.17,8.65,38.54
2024,Yash Thakur,10,213,390,12,65,37,23,35.5,10.99,30.52
2024,Yudhvir Singh,2,24,52,1,5,4,3,4.0,13.0,20.83
2025,A Badoni,2,10,13,2,3,0,1,1.67,7.8,30.0
2025,A Kamboj,8,129,171,8,55,17,8,21.5,7.95,42.64
2025,A Nortje,2,42,76,1,14,12,3,7.0,10.86,33.33
2025,A Zampa,2,48,92,2,10,6,7,8.0,11.5,20.83
2025,AD Russell,9,109,212,8,28,21,13,18.17,11.67,25.69
2025,AK Markram,5,66,100,4,15,3,7,11.0,9.09,22.73
2025,AR Patel,12,216,310,6,66,24,16,36.0,8.61,30.56
2025,AS Roy,1,24,26,2,8,3,0,4.0,6.5,33.33
2025,Abdul Samad,1,2,6,0,1,0,1,0.33,18.0,50.0
2025,Abhishek Sharma,6,66,111,0,21,10,7,11.0,10.09,31.82
2025,Akash Deep,6,114,212,3,34,27,9,19.0,11.16,29.82
2025,Akash Madhwal,4,90,155,4,22,16,7,15.0,10.33,24.44
2025,Akash Singh,3,67,99,4,20,15,1,11.17,8.87,29.85
2025,Arshad Khan,9,126,207,6,46,24,10,21.0,9.86,36.51
2025,Arshdeep Singh,16,350,496,22,134,62,15,58.33,8.5,38.29
2025,Ashwani Kumar,7,123,223,11,35,18,15,20.5,10.88,28.46
2025,Avesh Khan,13,284,477,13,77,48,21,47.33,10.08,27.11
2025,Azmatullah Omarzai,8,162,270,8,43,25,12,27.0,10.0,26.54
2025,B Kumar,14,312,477,18,116,46,26,52.0,9.17,37.18
2025,C Bosch,2,42,52,1,23,4,4,7.0,7.43,54.76
2025,C Sakariya,1,18,38,0,3,4,2,3.0,12.67,16.67
2025,CV Varun,13,300,375,17,114,31,16,50.0,7.5,38.0
2025,DJ Hooda,1,6,14,0,1,1,1,1.0,14.0,16.67
2025,DL Chahar,14,246,354,12,106,41,14,41.0,8.63,43.09
2025,DS Rathi,13,312,416,14,95,37,14,52.0,8.0,30.45
2025,E Malinga,7,160,233,14,53,24,10,26.67,8.74,33.12
2025,Fazalhaq Farooqi,5,102,208,0,24,27,8,17.0,12.24,23.53
2025,G Coetzee,4,72,127,2,19,8,9,12.0,10.58,26.39
2025,GJ Maxwell,6,78,106,4,27,9,5,13.0,8.15,34.62
2025,HH Pandya,14,210,323,14,64,28,17,35.0,9.23,30.48
2025,HV Patel,13,263,403,17,82,42,16,43.83,9.19,31.18
2025,Harpreet Brar,7,132,188,10,40,15,9,22.0,8.55,30.3
2025,Harsh Dubey,3,60,97,5,18,4,8,10.0,9.7,30.0
2025,Harshit Rana,13,264,436,15,99,47,24,44.0,9.91,37.5
2025,I Sharma,7,110,198,4,30,22,10,18.33,10.8,27.27
2025,Ishan Kishan,1,1,4,0,0,1,0,0.17,24.0,0.0
2025,J Overton,3,36,78,0,9,3,8,6.0,13.0,25.0
2025,JC Archer,12,273,408,12,103,46,18,45.5,8.97,37.73
2025,JD Unadkat,7,143,172,12,52,19,4,23.83,7.22,36.36
2025,JJ Bumrah,12,284,311,21,125,26,12,47.33,6.57,44.01
2025,JR Hazlewood,12,264,380,22,117,39,22,44.0,8.64,44.32
2025,K Kartikeya,4,48,76,2,16,6,5,8.0,9.5,33.33
2025,K Khejroliya,1,18,28,1,4,3,1,3.0,9.33,22.22
2025,K Rabada,4,84,158,2,22,12,11,14.0,11.29,26.19
2025,KA Jamieson,4,90,143,5,34,14,8,15.0,9.53,37.78
2025,KH Pandya,15,276,370,17,83,23,19,46.0,8.04,30.07
2025,KK Ahmed,14,280,437,16,131,51,25,46.67,9.36,46.79
2025,KT Maphaka,2,30,52,1,11,6,3,5.0,10.4,36.67
2025,KV Sharma,5,90,127,7,24,8,7,15.0,8.47,26.67
